date,text,sentiment_score,sentiment_label,contribute_words
2001-02-02 08:44:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 04:43 PM ---------------------------   			From:  <PERSON><DATE_TIME> <DATE_TIME>To: <EMAIL_ADDRESS>cc:  <PERSON>: <PERSON>,Please fix #41 balance by deleting the $550 in the ""Rent Due"" column.  The other questions I had <DATE_TIME> rent are:#15  Only paid 95 of their 190 on <DATE_TIME> then paid nothing on <DATE_TIME>.  What is going on?#25  Looks like she was short by <DATE_TIME> and still owes a little on deposit#27 Switched to <DATE_TIME>, but paid nothing <DATE_TIME>.  Why?I spoke to <PERSON>.  I think he was surprised that we were set up with email and <PERSON>.  He was not trying to insult you.  I let <PERSON> know that he should try and meet the prospective buyers when they come to see the property.  Occasionally, a buyer might stop buy without <PERSON> and you can show them around and let them know what a nice quiet well maintained place it is.  Regarding the raise,  $260/week plus the apartment is all I can pay right now.  I increased your pay <DATE_TIME> very quickly so you could make ends meet but I think your wages equate to $10/hr and that is fair.  As <PERSON> and <PERSON> continue to improve the property, I need you to try and improve the property's tenants and reputation.  The apartments are looking better and better, yet the turnover seems to be increasing.  Remember that as a manager you need to set the example for the tenants.  It is hard to tell tenants that they are not supposed to have extra people move in that are not on the lease, when the manager has a houseful of guests.  I realize you have had a lot of issues with taking your son to the doctor and your daughter being a teenager, but you need to put in <DATE_TIME> and be working in the office or on the property during office unless you are running an errand for the property.I am not upset that you asked for a raise, but the answer is no at this time.  We can look at again later in <DATE_TIME>.I will talk to you later or you can email or call over <DATE_TIME>.<PERSON>","[0.29165029525756836, 0.2975154519081116, 0.1846856325864792, 0.155186265707016, 0.07096239179372787]",1,"nothing, what, ?"
2001-02-02 08:40:00,"<PERSON>,Please fix #41 balance by deleting the $550 in the ""Rent Due"" column.  The other questions I had <DATE_TIME> rent are:#15  Only paid 95 of their 190 on <DATE_TIME> then paid nothing on <DATE_TIME>.  What is going on?#25  Looks like she was short by <DATE_TIME> and still owes a little on deposit#27 Switched to <DATE_TIME>, but paid nothing <DATE_TIME>.  Why?I spoke to <PERSON>.  I think he was surprised that we were set up with email and <PERSON>.  He was not trying to insult you.  I let <PERSON> know that he should try and meet the prospective buyers when they come to see the property.  Occasionally, a buyer might stop buy without <PERSON> and you can show them around and let them know what a nice quiet well maintained place it is.  Regarding the raise,  $260/week plus the apartment is all I can pay right now.  I increased your pay <DATE_TIME> very quickly so you could make ends meet but I think your wages equate to $10/hr and that is fair.  As <PERSON> and <PERSON> continue to improve the property, I need you to try and improve the property's tenants and reputation.  The apartments are looking better and better, yet the turnover seems to be increasing.  Remember that as a manager you need to set the example for the tenants.  It is hard to tell tenants that they are not supposed to have extra people move in that are not on the lease, when the manager has a houseful of guests.  I realize you have had a lot of issues with taking your son to the doctor and your daughter being a teenager, but you need to put in <DATE_TIME> and be working in the office or on the property during office unless you are running an errand for the property.I am not upset that you asked for a raise, but the answer is no at this time.  We can look at again later in <DATE_TIME>.I will talk to you later or you can email or call over <DATE_TIME>.<PERSON>","[0.2179359644651413, 0.32309699058532715, 0.26675793528556824, 0.14914067089557648, 0.043068453669548035]",1,"., please, balance"
2001-02-02 07:46:00,---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> <DATE_TIME> ---------------------------   			From:  <PERSON><DATE_TIME> <DATE_TIME>To: <EMAIL_ADDRESS>cc: <EMAIL_ADDRESS> Subject: ,"[0.2000051885843277, 0.15966419875621796, 0.1672849804162979, 0.2418556958436966, 0.23118996620178223]",3,"subject, forward, on"
2000-12-07 01:09:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> ---------------------------Jeff Richter<DATE_TIME> <DATE_TIME>To: <PERSON>/ECT@ECTcc:  <PERSON>: <PERSON> Pays $10M To Avoid Rolling Blackouts Wed -Sources, DJ <PERSON>, PUC Inspect Off-line Duke South Bay Pwr Plant, DJ <LOCATION> tors Visit AES,Dynegy Off-Line Power Plants---------------------- Forwarded by <PERSON> Richter/HOU/ECT on <DATE_TIME> ---------------------------<PERSON><DATE_TIME> <DATE_TIME>To: <PERSON>, <PERSON>/ECT@ECT, <PERSON> Richter/HOU/ECT@ECT, Phillip Platter/HOU/ECT@ECT, <PERSON>/ECT@ECT, <PERSON>/ECT@ECT, <PERSON>, <PERSON>, <PERSON>/PDX/ECT@ECT, <PERSON>/PDX/ECT@ECT, <PERSON>, <PERSON>cc:  <PERSON>: <PERSON> Pays $10M To Avoid Rolling Blackouts Wed -Sources, DJ <PERSON>, PUC Inspect Off-line Duke South Bay Pwr Plant, DJ <LOCATION> tors Visit AES,Dynegy Off-Line Power Plants---------------------- Forwarded by <PERSON>/PDX/ECT on <DATE_TIME> ---------------------------   	Enron Capital & Trade Resources Corp.		From:  ""Pergher, Gunther"" <<EMAIL_ADDRESS>>                           <DATE_TIME> 06:11 AM	To: undisclosed-<IN_PAN>:;cc:  <PERSON>: <PERSON> Pays $10M To Avoid Rolling Blackouts Wed -Sources, DJ <PERSON>, PUC Inspect Off-line Duke South Bay Pwr Plant, DJ <LOCATION> tors Visit AES,Dynegy Off-Line Power Plants13:18 GMT 7 <DATE_TIME> DJ Cal-ISO Pays $10M To Avoid Rolling BlackoutsWed -Sources(This article was <IN_PAN> published <DATE_TIME>)<LOCATION> (Dow Jones)--The <IN_PAN> Independent System Operator paidabout $10 million <DATE_TIME> for 1,000 megawatts of power from Powerex andstill faced a massive deficit that <IN_PAN> electricity reliability in thestate, high-ranking market sources familiar with the ISO's operation toldDow Jones Newswires.But the ISO fell short of ordering rolling blackouts <DATE_TIME> for <DATE_TIME>.The ISO wouldn't comment on the transactions, saying it is sensitive marketinformation. But sources said Powerex, a <IN_PAN> of <LOCATION>Hydro & Power Authority (X.BCH), is the only energy company in the Northwestregion with an abundant supply of electricity to spare and the ISO paidabout $900 a megawatt-hour from <DATE_TIME> through the evening.But that still wasn't enough juice.The Los Angeles <IN_PAN> of Water and Power sold the ISO 1,200 megawattsof power <DATE_TIME> at the wholesale electricity price cap rate of$250/MWh. The LADWP, which is not governed by the ISO, needs 3,800 megawattsof power to serve its customers. It is free sell power instate above the$250/MWh price cap.The LADWP has been very vocal about the amount of power it has to spare. Themunicipal utility has also reaped huge profits by selling its excess powerinto the grid when supply is tight and prices are high. However, the LADWPis named as a defendant in a civil lawsuit alleging price gouging. The suitclaims the LADWP sells some of its power it gets from the federal <IN_PAN>Power Administration, which sells <IN_PAN> at cheap rates, back into themarket at prices 10 times higher.Powerex officials wouldn't comment on the ISO power sale, saying alltransactions are proprietary. But the company also sold the ISO 1,000megawatts <DATE_TIME> before the ISO was to declare rolling blackouts- for $1,100 a megawatt-hour, market sources said.The ISO, whose main job is to keep electricity flowing <IN_PAN> the stateno matter what the cost, started <DATE_TIME> with a stage-two power emergency,which means its operating reserves fell to less than 5%. The ISO is havingto compete with investor-owned utilities in the Northwest that are willingto pay higher prices for power in a region where there are no price caps.The ISO warned federal <IN_PAN>, <IN_PAN> and utilities <DATE_TIME> duringa <IN_PAN> call that it would call a stage-three power emergency<DATE_TIME>, but wouldn't order rolling blackouts. A stage three is declaredwhen the ISO's operating reserves fall to less than 1.5% and power isinterrupted on a statewide basis to keep the grid from <IN_PAN>.But ISO spokesman <PERSON> said it would call a stage three only asa means of <IN_PAN> electricity resources.""In order to line up (more power) we have to be in a dire situation,""<PERSON> said.Edison International unit (EIX) Southern <IN_PAN> Edison, Sempra Energyunit (SRE) San Diego Gas & Electric, PG&E Corp. (PCG) unit Pacific Gas &Electric and several municipal utilities in the state will share the cost ofthe high-priced power.<PERSON> and PG&E are facing a debt of more than $6 billion due to highwholesale electricity costs. The utilities debt <DATE_TIME> could grow bynearly $1 billion, analysts said. It's still unclear whether retailcustomers will be forced to pay for the debt through higher electricityrates or if companies will absorb the costs.-By <PERSON>, Dow Jones Newswires; <PHONE_NUMBER>;<EMAIL_ADDRESS>(END) Dow Jones Newswires 07-12-001318GMT Copyright (c) <DATE_TIME>, Dow Jones & Company Inc13:17 GMT 7 <DATE_TIME> DJ Calif ISO, PUC Inspect Off-line Duke <LOCATION>Pwr Plant(This article was <IN_PAN> published <DATE_TIME>)<LOCATION> (Dow Jones)--Representatives of the <IN_PAN> IndependentSystem Operator and Public Utilities <IN_PAN> inspected Duke EnergyCorp.'s (<PERSON>) off-line 700-MW South Bay Power Plant in <LOCATION>, <LOCATION>,<DATE_TIME>, a Duke spokesman said.The ISO and PUC have been <IN_PAN> all off-line power plants in the statesince <DATE_TIME> to verify that those plants are shut down for thereasons <IN_PAN> say they are, ISO spokesman <PERSON> said.About 11,000 MW of power has been off the state's power grid since <DATE_TIME>,7,000 MW of which is off-line for unplanned maintenance, according to theISO.The ISO manages grid reliability.As <IN_PAN> reported, the ISO told utilities and the Federal Energy<IN_PAN> <DATE_TIME> that it would call a stage three power alertat 5 PM PST (0100 GMT <DATE_TIME>), meaning power reserves in the state woulddip below 1.5% and rolling blackouts could be implemented to avoid gridcollapse. However, the ISO said the action wouldn't result in rollingblackouts.The ISO and PUC also inspected <DATE_TIME> plants owned by Dynegy Inc (DYN),Reliant Energy Inc. (REI) and Southern Energy Inc (SOE).Duke's 1,500-MW Moss Landing plant was also inspected by PUC representativesin <DATE_TIME>, when some units were off-line for repairs, the Duke spokesman said.   -By <PERSON>, Dow Jones Newswires; <PHONE_NUMBER>;<EMAIL_ADDRESS>(END) Dow Jones Newswires 07-12-001317GMT Copyright (c) <DATE_TIME>, Dow Jones & Company Inc13:17 GMT 7 <DATE_TIME> =DJ Calif Regulators Visit AES,<PERSON>(This article was originally published <DATE_TIME>)   By <PERSON>   Of DOW JONES NEWSWIRES<LOCATION> (Dow Jones)--AES Corp. (AES) and Dynegy Inc. (DYN) said<DATE_TIME> that representatives of <LOCATION> power officials had stopped bysome of their power plants to verify that they were off line for legitimatereasons.The California Independent System Operator, which manages the state's powergrid and one of its wholesale power markets, and the California PublicUtilities Commission began on-site inspections <DATE_TIME> of all powerplants in the state reporting that unplanned outages have forced shutdowns,ISO spokesman <PERSON> said.The state has had 11,000 MW off the grid since <DATE_TIME>, 7,000 MW forunplanned maintenance. The ISO <DATE_TIME> called a Stage 2 power emergencyfor <DATE_TIME>, meaning power reserves were below 5% andcustomers who agreed to cut power in exchange for reduced rates may becalled on to do so.As reported earlier, Reliant Energy (REI) and Southern Energy Inc. (SOE)said they had been visited by representatives of the ISO and PUC <DATE_TIME>evening.Representatives of the two organizations also visited plants owned by AESand <LOCATION> <DATE_TIME>.AES told the visitors they couldn't perform an unannounced full inspectionof the company's 450-megawatt <LOCATION> power station until <DATE_TIME>, when the plant's full staff would be present, AES spokesman <PERSON> said.<PERSON>, as well as an ISO spokesman, didn't know whether the representativesreturned <DATE_TIME> for a full inspection.   AES Units Down Due To Expired Emissions CreditsThe <LOCATION> facility and units at two other AES facilities haveused up their nitrogen oxide, or NOx, emission credits. They were taken down<DATE_TIME> in response to a request by the South Coast Air QualityManagement District to stay off line until emissions controls are deployed,<PERSON> said.AES has about 2,000 MW, or half its maximum output, off line. The entire<PERSON> plant is off line, as is 1,500 MW worth of units at its Alamitosand <LOCATION> plants.The ISO has asked AES to return its off line plants to operations, but AEShas refused because it is concerned the air quality district will fine thecompany $20 million for polluting.""We'd be happy to put our units back, provided we don't get sued for it,""<PERSON> said. ""It's not clear to us that the ISO trumps the air qualitydistrict's"" authority.As reported, a spokesman for the air quality district said <DATE_TIME> that AEScould have elected to buy more emission credits so that it could run its offline plants in case of power emergencies, but choose not to do so.   <LOCATION>'s El Segundo Plant Also Visited By PUCDynegy Inc. (DYN) said the PUC visited its 1,200 MW <LOCATION> plant <DATE_TIME> evening, where two of the four units, about 600 MW worth, were off line<DATE_TIME>.""I guess our position is, 'Gee, we're sorry you don't believe us, but if youneed to come and take a look for yourself, that's fine,'"" said Dynegyspokesman <PERSON>.<PERSON> said one of the two units was off line for planned maintenance andthe other for unplanned maintenance on boiler feedwater pumps, which couldpose a safety hazard if not repaired.""We've been doing all we can to get back in service,"" <PERSON> said. ""Weeven paid to have some specialized equipment expedited.""<PERSON> added that the PUC seemed satisfied with <LOCATION>'s explanation ofwhy its units were off line.-By <PERSON>, Dow Jones Newswires; <PHONE_NUMBER>,<EMAIL_ADDRESS>(END) Dow Jones Newswires 07-12-001317GMT Copyright (c) <DATE_TIME>, Dow Jones & Company IncG_nther A. PergherSenior AnalystDow Jones & Company Inc.Tel.  <PHONE_NUMBER>Fax. <PHONE_NUMBER>The information transmitted is intended only for the person or entity towhich it is addressed and may contain confidential and/or privilegedmaterial.  Any review, retransmission, dissemination or other use of, ortaking of any action in reliance upon, this information by persons orentities other than the intended recipient is prohibited. If you receivedthis in error, please contact the sender and delete the material from anycomputer.","[0.3002895414829254, 0.18128155171871185, 0.10505765676498413, 0.16974082589149475, 0.24363049864768982]",0,"und, $, 06"
2001-02-02 07:00:00,"I would like to go to this meeting.  Can you arrange it?---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> <DATE_TIME> ---------------------------Larry May@ENRON<DATE_TIME> <DATE_TIME>To: <PERSON>, <PERSON>, <PERSON>/ECT@ECT, Errol McLaughlin/Corp/Enron@ENRONcc: <PERSON>/ECT@ECT, <PERSON>/ECT@ECT Subject: re: book admin for Pipe/Gas <DATE_TIME> option bookAs you might be aware,  <PERSON> (the book admin for the pipe option book) was forced by system problems to stay <DATE_TIME> and until 200 am <DATE_TIME>  in order to calc my book.  While she is scheduled to rotate to the <LOCATION> desk soon,  I think we need to discuss putting two persons on my book in order to bring the work load to a sustainable level.  I'd like to meet at <DATE_TIME> on <DATE_TIME> to discuss this issue.  Please let me know if this time fits in your schedules.Thanks,<PERSON>","[0.09894068539142609, 0.15851235389709473, 0.20529644191265106, 0.3255363404750824, 0.21171417832374573]",3,"i, would, like"
2001-02-02 06:59:00,<PERSON> hours are out of hand.  We need to find a solution.  Let's meet on <DATE_TIME> to assess the issue<PERSON>,"[0.13696379959583282, 0.2162931263446808, 0.31341031193733215, 0.21741561591625214, 0.11591716855764389]",2,"are, out, ."
2001-02-02 06:54:00,"Got your email.  I will let <PERSON> know.  I guess we can work out the finer points <DATE_TIME>.  The bank here in <LOCATION> is dealing with their auditors <DATE_TIME>, so unfortunately I did not hear from them <DATE_TIME>.  The are promising to have some feedback by <DATE_TIME>.  I will let you know as soon as I hear from them.<PERSON>","[0.11225157976150513, 0.20701946318149567, 0.32222339510917664, 0.26321715116500854, 0.09528840333223343]",2,"unfortunately, your, got"
2001-02-02 05:25:00,"<PERSON>,The probability of building a house <DATE_TIME> is <IN_PAN>.  I have shifted to a slightly different plan.  There were too many design items that I could not work out in the plan we discussed <IN_PAN>.  Now, I am leaning more towards a plan with two wings and a covered courtyard in the center.  One wing would have a living/dining kitchen plus master bedroom <IN_PAN> with 3 kid bedrooms + a laundry room upstairs.  The other wing would have a garage + guestroom <IN_PAN> with a game room + office/exercise room upstairs.  This plan still has the same number of rooms as the other plan but with the courtyard and pool in the center this plan should promote more outdoor living.  I am planning to orient the house so that the garage faces the west.  The center courtyard would be covered with a metal roof with some <IN_PAN> skylights supported by metal posts.  I am envisioning the two wings to have single slope roofs that are not connected to the center building.  I don't know if you can imagine the house I am trying to describe.  I would like to come and visit you again <DATE_TIME>.  If it would work for you, I would like to drive up on <DATE_TIME> on <DATE_TIME> around <DATE_TIME>.  I would like to see the progress on the house we looked at and tour the one we didn't have time for.  I can bring more detailed drawings of my new plan. Call or email to let me know if this would work for you.  <EMAIL_ADDRESS> or <UK_NHS>(home), <PHONE_NUMBER>(work)<PERSON>.  Channel 2 in <LOCATION> ran a story <DATE_TIME> (<DATE_TIME>) about a home in <PERSON> that had a poisonous strain of mold growing in the walls.  You should try their website or call the station to get the full story.  It would makes a good case for breathable walls.","[0.04009983688592911, 0.19277158379554749, 0.3431914448738098, 0.35931286215782166, 0.06462424248456955]",3,"should, have, is"
2001-02-01 04:03:00,<DATE_TIME>?????  That's twice as valuable as your car!  Can't you get a used one for $3000?,"[0.35342317819595337, 0.26849138736724854, 0.22007961571216583, 0.08524031192064285, 0.07276545464992523]",0,"!, that, twice"
2001-02-01 03:07:00,Nice.  how much?Are you trying to keep the economy going?,"[0.01692960597574711, 0.03525718301534653, 0.19021843373775482, 0.46620532870292664, 0.29138949513435364]",3,"nice, how, ."
2001-01-31 08:51:00,Testing.  Sell low and buy high---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> ---------------------------   			From:  <PERSON><DATE_TIME> 08:58 AM	To: <EMAIL_ADDRESS>cc:  <PERSON>: testing,"[0.4348415434360504, 0.21842586994171143, 0.11521856486797333, 0.09251285344362259, 0.13900126516819]",0,"testing, and, ."
2001-01-31 08:20:00,"<PERSON>,Before you write off the stage, a few things to think about.1.  Operating expenses include $22,000 of materials for maintenance and repairs.  Plus having a full time onsite maintenance man means no extra labor cost for repairs.  There are only 44 units a lot of his time is spent on repairs.2.  What is an outside management firm going to do?  A full time onsite manager is all that is required.  As I mentioned the prior manager has interest in returning.  Another alternative would be to hire a male manager that could do more make readies and lawn care.  If you turn it over to a management company you could surely reduce the cost of a full time manager onsite.3.  Considering #1 & #2 $115,000 NOI is not necessarily overstated.  If you want to be ultra conservative use $100,000 at the lowest.4.  Getting cash out is not a priority to me.  So I am willing to structure this deal with minimum cash.  A 10% note actually attractive. See below.My job just doesn't give me the time to manage this property.  This property definitely requires some time but it has the return to justify the effort.Sales Price  705,0001st <PERSON>   473,5002nd <PERSON>  225,000Transfer fee    7,500Cash required   14,500NOI   100,0001st <PERSON>    47,2922nd <PERSON>   23,694Cash flow  29,014Cash on cash  200%These numbers are using the conservative NOI, if it comes in at $115K then cash on cash return would be more like 300%.   This doesn't reflect the additional profit opportunity of selling the property in <DATE_TIME> for a higher price.Do you want to reconsider?  Let me know.<PERSON>","[0.29585549235343933, 0.4332653284072876, 0.2121446281671524, 0.04804452881217003, 0.010689997114241123]",1,"doesn, just, t"
2001-01-30 23:14:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME>==<DATE_TIME> ---------------------------<PERSON><DATE_TIME> <DATE_TIME>To: <PERSON>, <PERSON>/EES@EES, <PERSON>, <PERSON>/EES@EES, <PERSON>/HOU/EES@EES, Carol==20Moffett/HOU/EES@EES, <PERSON>/EES@EES, <PERSON>/ECT@ECT,==20Christina Liscano/HOU/EES@EES, <PERSON>, <PERSON>Sutter/HOU/EES@EES, <PERSON>/EES@EES, <PERSON>/EES@EES,=20<PERSON>/HOU/EES@EES, <PERSON>/EES@EES, <PERSON><IN_PAN>/HOU/ECT@ECT, <PERSON>/EES@EES, Edward=20Sacks/Corp/Enron@ENRON, <PERSON>/EES@EES, Erika Dupre/HOU/EES@EES,==20<PERSON>/EES@EES, Fran Deltoro/HOU/EES@EES, <PERSON> W=20Vickers/HOU/ECT@ECT, Gayle W Muench/HOU/EES@EES, Ginger=20Dernehl/NA/Enron@ENRON, <PERSON>/EES@EES, <PERSON>Buchanan/HOU/EES@EES, <PERSON>, <PERSON>/EES@EE=S,=20<PERSON>, <PERSON>/EES@EES, <PERSON>, <PERSON>/EES@EE=S,=20<PERSON>/EES@EES, <PERSON>/EES@EES, <PERSON>, <PERSON>, <PERSON>Bass/HOU/EES@EES, <PERSON>/EES@EES, <PERSON>/EES@EES, Kevi=n=20Hughes/HOU/EES@EES, <PERSON>/EES@EES, <PERSON>=20<PERSON>/EES@EES, <PERSON>HOU/EES@EES, <PERSON>/EES@EE=S,=20Meredith M Eggleston/HOU/EES@EES, <PERSON>/ECT@ECT, Michael=20Mann/HOU/EES@EES, Michelle D Cisneros/HOU/ECT@ECT, <PERSON>,=20<EMAIL_ADDRESS>, <PERSON>/EES@EES, <PERSON>/EES@EES, <PERSON>, <PERSON>/EES@EES, <PERSON><IN_PAN>/HOU/EES@EES, <PERSON>/HOU/EES@EES, <PERSON>, <PERSON>NA/Enron@ENRON, <PERSON>Badeer/HOU/ECT@ECT, <PERSON>/EES@EES, <PERSON>=20<PERSON>, <PERSON>, <PERSON>/EES@EES, <PERSON>/EES@EES, <PERSON><EMAIL_ADDRESS>, <PERSON>/Enron@ENRON, <PERSON>/EES@EES, Tas=ha=20Lair/HOU/EES@EES, <PERSON>/HOU/ECT@ECT, <PERSON>, Ti=<PERSON>, <PERSON>/EES@EES, <PERSON>/EES@EES,=20<PERSON>/ECT@ECT, <PERSON>/EES@EES, <PERSON>Bradford/HOU/ECT@ECT, <PERSON>/EES@EES, <EMAIL_ADDRESS>, <PERSON><PERSON>Sanders/HOU/ECT@ECT, <PERSON>/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT,==20<EMAIL_ADDRESS>, <EMAIL_ADDRESS>, <PERSON>Fulton/Corp/Enron@ENRON, <EMAIL_ADDRESS>, <PERSON>, <PERSON>EU/Enron@Enron, <PERSON>, <PERSON>/ECT@ECT, Ren, Lazure/Western==<DATE_TIME>/The Bentley Company@Exchange, <PERSON>/ECT@ECT, <PERSON>/ECT@ECT, <PERSON>Sanders/HOU/ECT@ECT, <EMAIL_ADDRESS>, <PERSON>/EES@EES, <PERSON><PERSON>Williams/ENRON_DEVELOPMENT@ENRON_DEVELOPMENTcc: =20Subject: <IN_PAN> of Executive Summary by KPMG -- CPUC Audit Report on=20Edison----- Forwarded by <PERSON> on <DATE_TIME> <DATE_TIME> -----=09""Daniel Douglass"" <<EMAIL_ADDRESS>>=0901/30/2001 <DATE_TIME>=09=09=20=09=09 To: <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>=>,=20<<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>,=20<<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>,=20<<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>,=20<<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>,==20<<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>=,=20<<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>,=20<<EMAIL_ADDRESS>>, <<PERSON><<EMAIL_ADDRESS>>=09=09 cc:=20=09=09 Subject: CPUC Audit Report on <PERSON>The following are the <IN_PAN> from the Executive Summary of the KPMG aud=it=20report on Southern <IN_PAN> Edison:=20I. Cash Needs<IN_PAN>:SCE=01,s original cash forecast, dated as <DATE_TIME>, projects a com=plete=20cash depletion date of <DATE_TIME>. Since then SCE has <IN_PAN> <PERSON>program of cash conservation that includes <IN_PAN> of certain <IN_PAN>=s=20and other measures.=20Based on <DATE_TIME> cash forecasts and cash conservation <IN_PAN>, SCE=01,s=20available cash improved through <DATE_TIME> from an original estimate of $51=.8=20million to $1.226 billion. The actual cash flow, given these cash=20conservation <IN_PAN>, extends the cash depletion date.II. Credit Relationships<IN_PAN>:SCE has exercised all available lines of credit and has not been able to=20extend or renew credit as it has become due.At present, there are no <IN_PAN> sources of credit open to SCE.SCE=01,s loan <IN_PAN> provide for specific clauses with respect to <PERSON>, these <IN_PAN> provide for the debt becoming immediately due a=nd=20payable.SCE=01,s utility plant assets are used to secure outstanding mortgage bond==20indebtedness, although there is some statutory capacity to issue more=20indebtedness if it were feasible to do so.Credit ratings agencies have <IN_PAN> SCE=01,s credit ratings on most of =its=20rated indebtedness from solid corporate ratings to below <IN_PAN> grade==20issues within <DATE_TIME>.III. Energy Cost Scenarios<IN_PAN>This report section uses different CPUC supplied assumptions to assess=20various price scenarios upon SCE=01,s projected cash depletion dates. Under= such=20scenarios, SCE would have a positive cash balance until <DATE_TIME>.IV. Cost Containment Initiatives<IN_PAN>SCE has adopted a $460 million Cost Reduction Plan for <DATE_TIME>.The Plan consists of an operation and maintenance component and a capital==20improvement component as follows (in millions):Operating and maintenance costs     $ 77Capital Improvement Costs                383Total                                             $ 460The Plan provides for up to 2,000 full, part-time and contract positions to==20be <IN_PAN> with approximately 75% of the total staff reduction coming fr=om=20contract employees.Under the Plan, Capital Improvement Costs totaling $383 million are for the==20most part being deferred to a future date.SCE dividends to its common shareholder and preferred stockholders <PERSON>executive bonuses have been suspended, resulting in an <IN_PAN> cost=20savings of approximately $92 million.V. <IN_PAN> to Track Stranded Cost Recovery (TRA and TCBA=20Activity)<IN_PAN>:As of <DATE_TIME>, SCE reported an overcollected balance in the=20<IN_PAN> Cost Balancing Account (TCBA) Account of $494.5 million. <PERSON>includes an estimated market valuation of its hydro <IN_PAN> of $500=20million and accelerated revenues of $175 million.As of <DATE_TIME>, SCE reported an undercollected balance in SCE=01,s==20<IN_PAN> Account (TRA) of $4.49 billion.Normally, the <IN_PAN> accounts are credited to the TCBA at th=<PERSON> each year. However, the current <IN_PAN> account credit==20balance of $1.5 billion has not been credited to the TCBA, pursuant to=20D.01-01-018.Costs of <IN_PAN> are tracked in the TRA and revenues from=20<IN_PAN> are tracked in the TCBA. Because these costs and revenues are=20tracked <IN_PAN>, the net liability from procuring electric power, as=20expressed in the TRA, are <IN_PAN>.<PERSON>As part of our review, the CPUC asked that we comment on the proposal of TU=RN=20to change certain aspects of the <IN_PAN> for <IN_PAN> asset=s.=20Our comments are <IN_PAN> as follows:The <PERSON> would have no direct impact on the cash flows of SCE in that i=<PERSON>would not directly generate nor use cash.The Proposal=01,s impact on SCE=01,s balance sheet would initially be to sh=ift=20costs between two <IN_PAN> assets.TURN=01,s proposal <IN_PAN> that because the costs of procuring power <PERSON> the=20revenues from <IN_PAN> power are tracked <IN_PAN>, the undercollection =in=20the TRA is <IN_PAN>.VI. Flow of Funds Analysis<IN_PAN>:In <DATE_TIME>, SCE had generated net income of $2.7 billion and a==20positive cash flow from <IN_PAN> of $7 billion.During the same time period, SCE paid dividends and other distributions to==20its parent, Edison International, of approximately $4.8 billion.Edison International used the funds from dividends to pay dividends to its==20shareholders of $1.6 billion and repurchased shares of its outstanding comm=on=20stock of $2.7 billion, with the remaining funds being used for administrati=ve=20and general costs, investments, and other corporate purposes.[there is no Section VII]=20VIII. Earnings of <IN_PAN>SCE=01,s payments for power to its <IN_PAN> were approximately $400-$500==20million <DATE_TIME> and remained <IN_PAN> stable from <DATE_TIME> through 1999.=20In <DATE_TIME>, the payments increased by approximately 50% to over $600 million.==20This increase correlates to the increase in market pricesfor natural gas for the same period.A copy of the report is available on the Commission website at=20<URL>.=20<PERSON>","[0.18348908424377441, 0.17199528217315674, 0.15116038918495178, 0.2602912485599518, 0.23306402564048767]",3,"on, forward, to"
2001-01-30 03:45:00,"<PERSON>,What is the latest?  Write me a note about what is going on and what issues you need my help to deal with when you send the rentroll.Phillip","[0.18050546944141388, 0.16544882953166962, 0.23496390879154205, 0.21869908273220062, 0.20038267970085144]",2,"phillip, ?, ."
2000-12-06 08:04:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> ---------------------------""<PERSON>"" <<EMAIL_ADDRESS>> on <DATE_TIME> 08:34:54 AMTo: <EMAIL_ADDRESS>cc:  Subject: <PERSON>,       How are you and how is everyone? I sent you the rent roll #27 ismoving out and I wknow that I will be able to rent it real <URL>l I HAVETO DO IN there is touch up the walls .Four adults will be moving in <LOCATION>a wk and 175.00 deposit they will be in by <DATE_TIME> or <DATE_TIME>.                                       Thank You , <PERSON>_____________________________________________________________________________________Get more from the Web.  FREE MSN Explorer download : <URL> - rentroll_1201.xls","[0.3563586175441742, 0.2040749043226242, 0.14021916687488556, 0.15406560897827148, 0.14528168737888336]",0,"forward, on, thank"
